Commit,Message,Date,Version,Module,Methods,Stable,Partial,Unstable,Any,Vararg,Generic,TcFail,NoFuel
3cdb4055,"Merge pull request #2003 from coroa/moi09","2019-08-18 17:55:38 +0200",0.19.2,JuMP,584,177,112,22,141,25,100,2,5
a1c4f978,"Merge pull request #1974 from raphaelsaavedra/master","2019-08-20 11:44:44 +0200",0.19.2,JuMP,585,177,112,22,142,25,100,2,5
b0f71897,"Merge pull request #1949 from rtwalker/rw/raw_status","2019-08-20 11:50:12 +0200",0.19.2,JuMP,586,177,112,23,142,25,100,2,5
be85238d,"Remove dictionaries tracking SingleVariable constraints (#2032)","2019-08-20 15:53:38 -0400",0.19.2,JuMP,591,167,112,28,153,25,99,1,6
4ef4c103,"Merge pull request #1960 from JuliaOpt/bl/add_to_function_constant","2019-08-23 10:03:26 +0200",0.19.2,JuMP,594,167,112,28,156,25,99,0,7
c1b730cc,"Update to MOI v0.9.1","2019-08-23 13:17:59 +0200",0.19.2,JuMP,594,167,112,28,156,25,99,2,5
3d177c40,"Merge pull request #2041 from JuliaOpt/bl/dual_objective_value","2019-08-24 21:43:27 +0200",0.19.2,JuMP,595,168,112,28,156,25,99,1,6
00056c4c,"v0.20.0","2019-08-25 10:50:14 +0200",0.20.0,JuMP,595,168,112,28,156,25,99,2,5
6968fbee,"Remove MOIB","2019-08-25 14:14:15 +0200",0.20.0,JuMP,595,168,112,28,156,25,99,1,6
3caea82d,"Add an example of column generation (#2010)","2019-09-07 03:54:28 +0200",0.20.0,JuMP,595,168,112,28,156,25,99,2,5
54e611f5,"[[un]set_]time_limit_sec (#2053)","2019-09-15 17:42:37 +0200",0.20.0,JuMP,598,168,112,30,157,25,99,1,6
bc53d262,"Merge pull request #2063 from JuliaOpt/bl/sparse_dot","2019-09-21 21:36:04 +0200",0.20.0,JuMP,606,168,114,30,163,25,99,2,5
5c799ef2,"Merge pull request #2067 from JuliaOpt/bl/README_solver_list","2019-09-21 21:36:49 +0200",0.20.0,JuMP,606,168,114,30,163,25,99,1,6
1a4f6635,"Merge pull request #2071 from JuliaOpt/bl/sdpt3","2019-09-30 23:48:16 +0200",0.20.0,JuMP,606,168,114,30,163,25,99,2,5
04735d26,"Merge pull request #2070 from JuliaOpt/bl/@container","2019-10-04 10:27:14 +0200",0.20.0,JuMP,606,166,118,28,163,25,99,2,5
ea3eec38,"Merge pull request #2080 from mtanneau/master","2019-10-12 14:20:00 +0200",0.20.0,JuMP,606,166,118,28,163,25,99,0,7
1ac0d606,"Now deepcopy(::AbstractModel) calls error (#2079)","2019-10-19 11:52:18 -0300",0.20.0,JuMP,606,166,118,28,163,25,99,2,5
5c27e70c,"Merge pull request #2089 from ericphanson/patch-1","2019-10-25 20:50:00 +0200",0.20.0,JuMP,606,166,118,28,163,25,99,1,6
13b34a7e,"Merge pull request #2091 from dourouc05/dourouc05-patch-typo-lp-sensitivity","2019-10-31 08:33:01 +0100",0.20.0,JuMP,606,166,118,28,163,25,99,2,5
9baede15,"Merge pull request #2095 from JuliaOpt/ml/documenter","2019-11-02 16:18:43 -0400",0.20.0,JuMP,606,166,118,28,163,25,99,0,7
fc2bb8ad,"Deprecate with_optimizer (#2090)","2019-11-04 09:13:53 -0500",0.20.0,JuMP,607,164,117,28,166,26,99,1,6
b780023b,"Minor JuMP 1.0 roadmap update (#2096)","2019-11-06 14:57:31 -0500",0.20.0,JuMP,607,164,117,28,166,26,99,2,5
015b38a3,"Merge pull request #2092 from JuliaOpt/bl/indicator","2019-11-19 16:11:01 +0100",0.20.0,JuMP,612,166,117,28,167,26,101,2,5
fd5b66ef,"Callbacks Episode II: revenge of the solver-independent implementation (#2101)","2019-11-20 12:00:09 -0600",0.20.0,JuMP,613,166,117,28,168,26,101,2,5
f414ef0d,"Merge pull request #2108 from JuliaOpt/bl/con_name","2019-11-23 23:55:54 +0100",0.20.0,JuMP,615,166,117,28,170,26,101,1,6
326017cd,"Add support for multiple solutions (#2100)","2019-11-26 10:39:07 -0600",0.20.0,JuMP,628,178,117,28,171,26,101,1,6
d2f6a29e,"Minor tweaks to solutions.md (#2110)","2019-11-27 18:07:09 -0500",0.20.0,JuMP,628,178,117,28,171,26,101,2,5
afec045c,"Merge pull request #2129 from JuliaOpt/bl/moiv0.9.9","2019-12-29 16:15:07 +0100",0.20.0,JuMP,634,184,117,28,171,26,101,1,6
04546c9f,"Add documentation on performance and work-around for sparse variable creation (#2126)","2019-12-29 19:35:35 +0100",0.20.0,JuMP,634,184,117,28,171,26,101,2,5
00f60735,"Merge pull request #2130 from JuliaOpt/bl/sdpnal","2020-01-03 10:21:13 +0100",0.20.0,JuMP,634,184,117,28,171,26,101,0,7
cdd734fa,"Merge pull request #2107 from JuliaOpt/bl/mutable_arithmetics","2020-01-03 16:41:53 +0100",0.20.0,JuMP,530,174,90,27,141,25,70,2,1
47eb01f2,"Merge pull request #2128 from JuliaOpt/bl/macro_constrained_variables","2020-01-04 10:05:19 +0100",0.20.0,JuMP,536,177,94,27,140,25,70,2,1
145133c0,"Add complementarity constraints (#2132)","2020-01-07 16:21:03 +0100",0.20.0,JuMP,542,181,95,27,141,25,70,0,3
7a656f69,"Update documentation and examples for callbacks in automatic mode (#2134)","2020-01-07 16:20:19 -0600",0.20.0,JuMP,542,181,95,27,141,25,70,2,1
7be2ae8e,"Create a version of method delete that deletes a vector of variables. (#2135)","2020-01-12 11:16:45 -0300",0.20.0,JuMP,544,183,95,27,141,25,70,2,1
dd68f810,"Change docs for variables constrained on creation (#2139)","2020-01-18 23:20:24 +0100",0.20.0,JuMP,544,183,95,27,141,25,70,1,2
9645ba09,"Merge pull request #2141 from JuliaOpt/bl/instantiate","2020-02-04 13:30:15 +0100",0.20.0,JuMP,547,183,95,26,145,25,70,1,2
c404d33b,"set_parameter -> set_optimizer_attribute (#2150)","2020-02-04 13:59:46 -0600",0.20.0,JuMP,552,184,95,27,146,27,70,2,1
088ae5be,"Merge pull request #2151 from JuliaOpt/bl/j1.4","2020-02-05 14:53:40 +0100",0.20.0,JuMP,552,184,95,27,146,27,70,0,3
c7b5d930,"Install TagBot as a GitHub Action (#2155)","2020-02-09 03:00:36 +0700",0.20.0,JuMP,552,184,95,27,146,27,70,1,2
02631377,"final prep for v0.21 (#2164)","2020-02-16 07:51:58 -0500",0.20.0,JuMP,552,184,95,27,146,27,70,2,1
aa08802e,"bump Project.toml for 0.21","2020-02-16 07:54:40 -0500",0.21.0,JuMP,552,184,95,27,146,27,70,1,2
de63adf0,"improve the deprecation warning for with_optimizer (#2165)","2020-02-17 10:50:41 -0500",0.21.0,JuMP,552,184,95,27,146,27,70,2,1
fa302b54,"Merge pull request #2178 from JuliaOpt/bl/scalar_product","2020-02-25 09:28:50 +0100",0.21.1,JuMP,552,184,95,27,146,27,70,1,2
b0f91123,"remove extra ` in docstrings (#2182)","2020-02-27 16:50:14 +0100",0.21.1,JuMP,552,184,95,27,146,27,70,2,1
f65664ce,"Fix writing of NL models to MOF (#2181)","2020-03-02 21:31:00 -0600",0.21.1,JuMP,552,184,95,27,146,27,70,0,3
2f47b177,"Add fallback for `_functionize(::MA.Zero)` (#2188)","2020-03-03 08:15:22 -0600",0.21.1,JuMP,553,185,95,27,146,27,70,2,1
3af8a2c2,"Add @variable to (model, x) in anon var doc (#2177)","2020-03-03 15:16:06 +0100",0.21.1,JuMP,553,185,95,27,146,27,70,1,2
4ffcd1ff,"Fix missing docstring source links (#2207)","2020-03-30 20:03:40 -0400",0.21.1,JuMP,553,185,95,27,146,27,70,2,1
6dcd5876,"Merge pull request #2199 from vrngupta53/add-relativegap-getter-branch","2020-04-02 11:50:47 +0200",0.21.1,JuMP,554,186,95,27,146,27,70,2,1
4e3e2e48,"Merge pull request #2218 from JuliaOpt/bl/prepv0.21.2","2020-04-02 19:52:17 +0200",0.21.1,JuMP,554,186,95,27,146,27,70,1,2
6017d7bf,"v0.21.2","2020-04-02 19:53:12 +0200",0.21.2,JuMP,554,186,95,27,146,27,70,0,3
a29caf95,"Added SOS1 and SOS2 struct (#2212)","2020-04-06 12:01:35 -0300",0.21.2,JuMP,556,188,95,27,146,27,70,0,3
fb52b479,"Added functions simplex_iterations(), barrier_iterations() and node_count() (#2201)","2020-04-06 23:02:21 +0530",0.21.2,JuMP,559,188,95,30,146,27,70,1,2
c4596a82,"Support MA.Zero in objective and constraints (#2219)","2020-04-06 21:52:59 -0500",0.21.2,JuMP,561,190,95,30,146,27,70,0,3
24515f31,"Update README.md to mention JuMPTutorials.jl (#2224)","2020-04-12 20:58:06 +0200",0.21.2,JuMP,561,190,95,30,146,27,70,1,2
a1b7da23,"Function `reduced_cost` (code, documentation, and tests) (#2205)","2020-04-14 13:22:16 -0300",0.21.2,JuMP,562,191,95,30,146,27,70,1,2
ef902fe3,"Merge pull request #2231 from matbesancon/callback_expr","2020-04-29 13:56:46 +0200",0.21.2,JuMP,563,191,95,30,147,27,70,0,3
5e1a0989,"[ci skip] Remove blank in test/macros","2020-04-29 14:43:13 +0200",0.21.2,JuMP,563,191,95,30,147,27,70,2,1
a72e7acb,"Merge pull request #2228 from JuliaOpt/bl/constraint_head","2020-05-04 09:28:46 +0200",0.21.2,JuMP,569,194,95,30,148,29,70,2,1
13032ebb,"Merge pull request #2051 from dourouc05/dourouc05-constraint-macro","2020-05-12 12:23:55 +0200",0.21.2,JuMP,570,194,95,30,148,30,70,1,2
ecf12ab5,"Explicit link to the documentation of MOI.FileFormats (#2253)","2020-06-15 16:42:02 +0200",0.21.2,JuMP,570,194,95,30,148,30,70,2,1
1564660b,"Merge pull request #2240 from jump-dev/bl/bad_index_num","2020-06-17 12:22:09 +0200",0.21.2,JuMP,570,194,95,30,148,30,70,0,3
01e464f7,"Merge pull request #2247 from jump-dev/bl/set_obj_fun","2020-06-17 14:22:25 +0200",0.21.2,JuMP,570,193,95,30,149,30,70,2,1
e2fd3ebd,"v0.21.3","2020-06-18 10:53:52 +0200",0.21.3,JuMP,570,193,95,30,149,30,70,1,2
3537b21c,"[ci skip] Update README with v0.21.3 release","2020-06-18 14:42:08 +0200",0.21.3,JuMP,570,193,95,30,149,30,70,2,1
bc37e5a3,"Add numeric fallbacks for .value (#2262)","2020-06-19 09:56:35 -0500",0.21.3,JuMP,572,194,96,30,149,30,70,1,2
0b77aac1,"Fix #2263 (#2264)","2020-06-21 03:48:49 +0200",0.21.3,JuMP,572,194,96,30,149,30,70,2,1
26c32793,"added note of GAMS solvers to installation doc (#2255)","2020-06-27 19:52:20 +0200",0.21.3,JuMP,572,194,96,30,149,30,70,1,2
c43b1f19,"Merge pull request #2222 from yashcodes/Updating_error_message","2020-07-01 16:40:54 +0200",0.21.3,JuMP,572,194,96,30,149,30,70,2,1
70fe5a11,"Merge pull request #2203 from yashcodes/Debug_info_for_unsupported_constraints","2020-07-01 17:04:30 +0200",0.21.3,JuMP,572,194,96,30,149,30,70,0,3
29f64d81,"Reduce CI load by skipping Julia 1.1, 1.2, and 1.3 (#2269)","2020-07-10 14:30:21 -0500",0.21.3,JuMP,572,194,96,30,149,30,70,1,2
a62cc35a,"remove invalid assertion in nlp.jl (#2271)","2020-07-11 13:55:23 -0400",0.21.3,JuMP,572,194,96,30,149,30,70,2,1
42668d1d,"Add checks and tests for NaN in constraints (#2272)","2020-07-11 13:09:18 -0500",0.21.3,JuMP,572,194,96,30,149,30,70,1,2
1129e58e,"Utility for relaxing integrality (#2275)","2020-07-12 22:19:21 -0400",0.21.3,JuMP,574,196,96,30,149,30,70,1,2
a125a8f2,"Refactor files in test/ so they can be run independently (#2279)","2020-07-15 08:57:27 -0500",0.21.3,JuMP,574,196,96,30,149,30,70,2,1
b99d7a74,"Refactor test/operator.jl into functions as opposed to nested testsets (#2285)","2020-07-16 11:11:21 -0500",0.21.3,JuMP,574,196,96,30,149,30,70,1,2
ec867808,"Refactor test/mutable_arithmetics.jl (#2284)","2020-07-17 10:23:32 -0500",0.21.3,JuMP,574,196,96,30,149,30,70,2,1
b92ba1b7,"Refactor test/file_formats.jl into functions as opposed to nested testsets (#2286)","2020-07-17 15:51:57 -0500",0.21.3,JuMP,574,196,96,30,149,30,70,1,2
a2706234,"Print nonlinear subexpressions (#2294)","2020-07-30 16:59:58 -0400",0.21.3,JuMP,576,196,96,30,151,30,70,2,1
1fd92c0f,"Refactor test/variable.jl into functions as opposed to nested testsets (#2307)","2020-08-08 13:25:55 -0500",0.21.3,JuMP,576,196,96,30,151,30,70,1,2
b91e2ab5,"Merge pull request #2311 from zdroid/patch-1","2020-08-12 11:44:50 +0200",0.21.3,JuMP,576,196,96,30,151,30,70,2,1
dd287447,"Bump DataStructures version (#2315)","2020-08-20 17:09:55 -0700",0.21.3,JuMP,576,196,96,30,151,30,70,1,2
5023f145,"Add `value` for constraints with a custom `var_value` function (#2317)","2020-08-31 02:12:50 +0200",0.21.3,JuMP,578,198,96,30,151,30,70,2,1
d1b05cd2,"Fix tests for upcoming MOF v0.5 release (#2322)","2020-09-04 07:24:29 +1200",0.21.3,JuMP,578,198,96,30,151,30,70,1,2
4f8aaf06,"Allow querying conflicts from within JuMP (#2300)","2020-09-07 03:04:22 +0200",0.21.3,JuMP,579,199,96,30,151,30,70,2,1
f471e425,"Update roadmap items (#2265)","2020-09-07 13:51:58 +1200",0.21.3,JuMP,579,199,96,30,151,30,70,1,2
cef7d239,"Release v0.21.4 (#2327)","2020-09-14 10:35:09 +1200",0.21.4,JuMP,579,199,96,30,151,30,70,2,1
a4592816,"Fix DataStructues deprecation warnings (#2329)","2020-09-14 20:48:09 -0400",0.21.4,JuMP,579,199,96,30,151,30,70,1,2
0ecbdb5b,"Update travis badges (#2332)","2020-09-14 21:51:44 -0400",0.21.4,JuMP,579,199,96,30,151,30,70,2,1
eeb215e4,"Check dimensions of functions and sets match (#2321)","2020-09-15 15:47:54 -0400",0.21.4,JuMP,579,199,96,30,151,30,70,0,3
dcaa7b5d,"Dense array keys (#2281)","2020-09-17 11:34:32 +0200",0.21.4,JuMP,579,199,96,30,151,30,70,2,1
9bf82e97,"Update aff_expr.jl (#2342)","2020-09-22 02:33:37 -0700",0.21.5,JuMP,579,199,96,30,151,30,70,1,2
6c1a3bbe,"Fix linearity check of user-defined function (#2341)","2020-09-24 02:29:22 +1200",0.21.5,JuMP,579,199,96,30,151,30,70,2,1
cd32c6dc,"Update GLPK to latest version for examples (#2343)","2020-09-25 00:06:36 +1200",0.21.5,JuMP,579,199,96,30,151,30,70,1,2
709d41b7,"Update http to https and broken websites update (#2346)","2020-09-29 15:40:05 +0200",0.21.5,JuMP,579,199,96,30,151,30,70,2,1
5e13de4b,"Relaxation and fixed binary (#2345)","2020-10-07 15:02:43 +0200",0.21.5,JuMP,579,199,96,30,151,30,70,0,3
65610777,"Add NLopt to solver list (#2349)","2020-10-14 23:18:51 +0200",0.21.5,JuMP,579,199,96,30,151,30,70,1,2
4143e641,"Update solver urls with jump-dev migration (#2350)","2020-10-15 09:58:21 +0200",0.21.5,JuMP,579,199,96,30,151,30,70,2,1
ffc978a9,"Add Pavito to solver list (#2351)","2020-10-15 17:15:58 +0200",0.21.5,JuMP,579,199,96,30,151,30,70,0,3
1ed0e174,"Pavito -> Pavito.jl","2020-10-15 17:18:23 +0200",0.21.5,JuMP,579,199,96,30,151,30,70,2,1
d9f5835b,"Fix naming convention of internal functions (#2352)","2020-10-15 16:54:28 -0400",0.21.5,JuMP,579,199,96,30,151,30,70,1,2
0fbc745b,"Merge pull request #2214 from AKS1996/expose_dual_warm_start","2020-10-27 20:02:22 -0300",0.21.5,JuMP,585,200,99,30,153,30,70,1,2
b7605dd6,"Merge pull request #2365 from MatthewStuber/patch-1","2020-10-31 17:53:44 -0300",0.21.5,JuMP,585,200,99,30,153,30,70,2,1
af2355d8,"Switch CI to Github actions (#2370)","2020-11-10 12:49:08 +1300",0.21.5,JuMP,585,200,99,30,153,30,70,1,2
e9b2bf3e,"Typo fix in steelT3.jl (#2378)","2020-11-23 19:48:37 -0500",0.21.5,JuMP,585,200,99,30,153,30,70,0,3
352f2c19,"Remove convert methods which cause a large number of method invalidations. (#2278)","2020-11-26 20:46:52 +1300",0.21.5,JuMP,585,200,99,30,153,30,70,2,1
056d8f42,"add factory MIP example - take 2 (#2366)","2020-11-26 15:23:26 -0800",0.21.5,JuMP,585,200,99,30,153,30,70,1,2
cb22f89b,"Format the src/_Derivatives submodule (#2383)","2020-11-27 15:20:06 +1300",0.21.5,JuMP,585,200,99,30,153,30,70,2,1
043be22d,"Format the Containers submodule (#2384)","2020-11-28 12:33:17 +1300",0.21.5,JuMP,585,200,99,30,153,30,70,1,2
72be0c7a,"Add short_to_long_function_def=true to formatter (#2385)","2020-11-28 13:17:29 +1300",0.21.5,JuMP,585,200,99,30,153,30,70,2,1
77a0b82b,"Remove type assertion in list_of_constraint_types (#2382)","2020-11-30 10:05:43 +1300",0.21.5,JuMP,585,200,99,30,153,30,70,0,3
d5fa2d67,"[docs] clarify callback behavior (#2381)","2020-12-03 13:21:53 +1300",0.21.5,JuMP,585,200,99,30,153,30,70,1,2
1d765fb0,"Revert #2390 (#2396)","2020-12-07 08:09:34 +1300",0.21.5,JuMP,585,200,99,30,153,30,70,2,1
d8d3baae,"Update TagBot.yml (#2398)","2020-12-08 21:15:16 +1300",0.21.5,JuMP,585,200,99,30,153,30,70,1,2
c2dd80a5,"Adding print_bridge_graph (#2202)","2020-12-11 04:27:08 +0530",0.21.5,JuMP,590,202,101,30,153,30,70,1,3
1e6b5d85,"Add callback_node_status (#2397)","2020-12-11 11:59:06 +1300",0.21.5,JuMP,591,202,101,30,154,30,70,1,3
90e63c47,"Format /test directory (#2387)","2020-12-14 16:00:17 +1300",0.21.5,JuMP,591,202,101,30,154,30,70,2,2
0ea8c5b1,"Throw a better error when extensions used with NLP (#2406)","2020-12-15 08:50:35 +1300",0.21.5,JuMP,592,202,101,30,155,30,70,2,2
33a34d60,"Fix bug when copying model with named expressions (#2405)","2020-12-15 08:57:27 +1300",0.21.5,JuMP,592,202,101,30,155,30,70,0,4
5027756d,"Restructure README (#2410)","2020-12-15 10:30:36 +1300",0.21.5,JuMP,592,202,101,30,155,30,70,2,2
4e2c71e4,"[docs] Clarify duality warning (#2413)","2020-12-16 07:25:44 +1300",0.21.5,JuMP,592,202,101,30,155,30,70,0,4
80240663,"[docs] Revise installation guide (#2392)","2020-12-16 07:26:56 +1300",0.21.5,JuMP,592,202,101,30,155,30,70,2,2
b3da7f77,"[docs] Fix link in docs (#2415)","2020-12-16 10:24:51 +1300",0.21.5,JuMP,592,202,101,30,155,30,70,1,3
52b1b385,"Add lp_sensitivity_report (#2251)","2020-12-16 10:31:19 +1300",0.21.5,JuMP,606,206,105,30,161,30,70,2,2
a945fb01,"[docs] Add missing docstrings (#2414)","2020-12-16 12:01:11 +1300",0.21.5,JuMP,604,206,103,30,161,30,70,1,3
ba17068a,"Add an unregister function (#2417)","2020-12-17 08:24:49 +1300",0.21.5,JuMP,605,207,103,30,161,30,70,2,2
2b0d9100,"Add support for skew symmetric variables (#2416)","2020-12-24 09:04:41 +1300",0.21.5,JuMP,608,208,104,30,161,30,71,1,3
b562ae89,"Change isapprox(a,b) to a \approx b in tests (#2419)","2021-01-04 15:48:32 -0500",0.21.5,JuMP,608,208,104,30,161,30,71,2,2
d2398ad1,"Fix error for printing in IJuliaMode (#2420)","2021-01-04 22:25:14 -0300",0.21.5,JuMP,610,209,104,30,162,30,71,1,3
24d13161,"Fix printing of variable names in IJuliaMode (#2423)","2021-01-14 08:18:54 +1300",0.21.5,JuMP,610,209,104,30,162,30,71,0,4
ddff45c6,"Add a better error message when there are duplicate indices in a container (#2435)","2021-01-27 08:52:14 +1300",0.21.5,JuMP,610,209,104,30,162,30,71,2,2
3ccbf399,"Add a CI job for nightly (#2433)","2021-01-28 03:55:18 +1300",0.21.5,JuMP,610,209,104,30,162,30,71,1,3
5fec8c01,"Prep for JuMP 0.21.6 (#2426)","2021-01-29 12:18:46 +1300",0.21.6,JuMP,610,209,104,30,162,30,71,2,2
dd916779,"[ci] Fix release branch wildcard for GH actions (#2441)","2021-01-30 07:23:59 +1300",0.21.6,JuMP,610,209,104,30,162,30,71,1,3
c0da6a5e,"Generalize ConstraintRef Model type (#2436)","2021-01-29 15:43:20 -0300",0.21.6,JuMP,610,212,101,30,162,30,71,1,3
a171d750,"Refactor examples into subdirectories (#2445)","2021-02-04 06:11:57 +1300",0.21.6,JuMP,610,212,101,30,162,30,71,2,2
029526b9,"Migrate non-modeling tutorials from JuMPTutorials.jl (#2444)","2021-02-05 13:56:14 +1300",0.21.6,JuMP,612,214,101,30,162,30,71,1,3
ae798155,"Update NEWS.md (#2452)","2021-02-05 13:04:01 -0800",0.21.6,JuMP,612,214,101,30,162,30,71,2,2
e25dd204,"Fix build_variable docstrings in sd.jl (#2450)","2021-02-06 21:10:36 +1300",0.21.6,JuMP,612,214,101,30,162,30,71,1,3
1e7cc25f,"[docs] Tweak wording of multiple results documentation (#2454)","2021-02-08 12:41:32 +1300",0.21.6,JuMP,612,214,101,30,162,30,71,2,2
0205c989,"[docs] Update done items on roadmap (#2453)","2021-02-09 16:25:14 +1300",0.21.6,JuMP,612,214,101,30,162,30,71,1,3
62400908,"Update installation.md (#2456)","2021-02-10 16:15:26 -0500",0.21.6,JuMP,612,214,101,30,162,30,71,2,2
e9c3b514,"Implement coefficient for expressions (#2442)","2021-02-11 19:38:07 +0000",0.21.6,JuMP,618,216,101,30,162,30,75,2,2
1669dfa6,"[docs] Add Highs to install guide (#2458)","2021-02-12 14:30:47 +1300",0.21.6,JuMP,618,216,101,30,162,30,75,1,3
ced0fe87,"Fix printing in IJuliaMode (#2447)","2021-02-13 13:41:37 +1300",0.21.6,JuMP,620,218,101,30,162,30,75,2,2
c432f668,"Add nice fallback for build_variable (#2451)","2021-02-13 13:42:06 +1300",0.21.6,JuMP,622,218,101,30,162,32,75,2,2
6bdf352d,"Support kwargs in variable macro (#2465)","2021-02-16 11:36:31 +1300",0.21.6,JuMP,623,218,101,30,163,32,75,2,2
b16098a7,"Special case deg2rad and rad2deg in 2nd_deriv (#2462)","2021-02-16 12:52:32 +1300",0.21.6,JuMP,623,218,101,30,163,32,75,1,3
0d1d17d6,"Revise tutorial Getting started with Julia (#2459)","2021-02-16 12:53:08 +1300",0.21.6,JuMP,623,218,101,30,163,32,75,2,2
0ab4a4c8,"Add missing docstrings in sd.jl (#2473)","2021-02-16 21:14:45 +1300",0.21.6,JuMP,623,218,101,30,163,32,75,1,3
5f73bcf2,"[docs] Refactor the problem modification tutorial into existing docs (#2469)","2021-02-17 15:15:43 +1300",0.21.6,JuMP,623,218,101,30,163,32,75,2,2
c8358ecb,"Refactor the NLP documentation (#2470)","2021-02-17 15:16:39 +1300",0.21.6,JuMP,623,218,101,30,163,32,75,1,3
ade0f225,"Rewrite the Model documentation (#2478)","2021-02-18 11:59:05 +1300",0.21.6,JuMP,623,218,101,30,163,32,75,2,2
78620605,"Delete nonlinear_modelling tutorial (#2479)","2021-02-18 14:43:02 +1300",0.21.6,JuMP,623,218,101,30,163,32,75,1,3
a23984b6,"Restructure API Reference material (#2480)","2021-02-19 08:28:34 +1300",0.21.6,JuMP,623,218,101,30,163,32,75,0,4
9daea7da,"Add missing docstrings in JuMP.jl (#2471)","2021-02-19 11:03:02 +1300",0.21.6,JuMP,623,218,101,30,163,32,75,1,3
4a0aadbf,"Allow AbstractVector in VectorConstraints (#2464)","2021-02-20 08:35:01 +1300",0.21.6,JuMP,623,219,100,30,163,32,75,2,2
9ed1ca9d,"Increase the visibility of the community forum (#2490)","2021-02-21 09:40:32 +1300",0.21.6,JuMP,623,219,100,30,163,32,75,1,3
2f9e9051,"Tidy various docstrings (#2481)","2021-02-21 11:46:04 +1300",0.21.6,JuMP,623,219,100,30,163,32,75,0,4
28d93cc8,"Add better error message when index is same as model (#2486)","2021-02-21 17:07:46 +1300",0.21.6,JuMP,623,219,100,30,163,32,75,1,3
16426d9a,"Merge example and tutorial directories. (#2493)","2021-02-22 10:12:36 +1300",0.21.6,JuMP,623,219,100,30,163,32,75,2,2
51b2a912,"Allow filtering constraints when copying a JuMP model. (#2339)","2021-02-22 01:49:31 +0100",0.21.6,JuMP,628,222,100,30,164,32,76,1,3
684aed0b,"Add sandbox for doc includes (#2498)","2021-02-23 11:10:24 +1300",0.21.6,JuMP,628,222,100,30,164,32,76,2,2
269f1bdf,"Update power_systems.jl (#2501)","2021-02-23 12:21:57 +1300",0.21.6,JuMP,628,222,100,30,164,32,76,0,4
00725d2f,"Clarify the difference between variables and parameters (#2502)","2021-02-23 13:31:23 +1300",0.21.6,JuMP,628,222,100,30,164,32,76,2,2
2792fab2,"Add space shuttle reentry tutorial (#2496)","2021-02-23 23:51:37 +0000",0.21.6,JuMP,628,222,100,30,164,32,76,1,3
3ba8d435,"Register NLparameters and pretty print them (#2516)","2021-03-06 17:35:17 -0800",0.21.6,JuMP,628,222,100,30,164,32,76,2,2
54c8b58c,"[docs] Fix typo in callbacks (#2519)","2021-03-09 19:52:20 +1300",0.21.6,JuMP,628,222,100,30,164,32,76,1,3
