Commit,Message,Date,Version,Module,Methods,Stable,Partial,Unstable,Any,Vararg,Generic,TcFail,NoFuel
ebfa9d91,"add `twiny` - fix `twinx` bugs (#4488)","2022-11-01 21:10:25 +0100",1.35.6,Plots,1860,498,233,170,509,255,158,3,34
cf45fea0,"`gr`: support horizontal legends (#4496)","2022-11-07 15:44:13 +0100",1.35.8,Plots,1866,500,233,170,514,254,158,3,34
368e807a,"baseline fix for `bar` plots using log scales (#4503)","2022-11-09 11:14:59 +0100",1.36.0,Plots,1872,501,233,170,517,254,160,3,34
001b2f67,"allow `Tuple`s for `margin`s (#4523)","2022-11-17 20:23:20 +0100",1.36.1,Plots,1873,502,233,170,517,254,160,3,34
b55345f8,"rework auto-gen'ed docstrings & arg desc (#4525)","2022-11-17 22:17:31 +0100",1.36.1,Plots,1872,502,231,173,515,254,160,3,34
5fd4d605,"fix `minorticks` (#4528)","2022-11-21 11:44:33 +0100",1.36.2,Plots,1875,503,232,173,516,254,160,3,34
3e853192,"fix padding with inset plots (#4535)","2022-11-21 17:20:23 +0100",1.36.2,Plots,1878,505,232,174,516,254,160,3,34
66b212b1,"improve `heatmap_edges` performance (#4539)","2022-11-22 22:15:07 +0100",1.36.3,Plots,1884,506,231,174,521,255,160,3,34
eb999909,"enhance `gr` log scales - support `gaston` `contourf` (#4541)","2022-11-23 14:19:51 +0100",1.36.3,Plots,1885,506,231,174,522,255,160,3,34
39403471,"implement `:best` legend place holder (#4536)","2022-11-24 14:06:50 -0300",1.36.4,Plots,1890,506,231,174,527,255,160,3,34
17e7d4c6,"add `num_minor_intervals` helper (#4548)","2022-11-24 18:44:48 +0100",1.36.4,Plots,1891,506,231,174,528,255,160,3,34
7e987599,"fix docs (#4550)","2022-11-24 21:50:37 +0100",1.36.4,Plots,1892,506,231,174,529,255,160,3,34
7bb8f6ae,"`gaston`: general improvements (#4553)","2022-11-25 23:54:28 +0100",1.36.4,Plots,1835,447,231,175,530,255,160,3,34
9577dee9,"pad ref images (#4554)","2022-11-27 00:31:07 +0100",1.36.4,Plots,1894,507,231,174,530,255,160,3,34
497cec4d,"support scale in `get_...color` (#4558)","2022-11-27 16:38:07 +0100",1.36.5,Plots,1897,507,231,174,533,255,160,3,34
d9f50b4b,"hotfix: support a `y` indexing different from `x` (#4562)","2022-11-28 09:21:25 -0300",1.36.5,Plots,1898,507,231,174,534,255,160,3,34
5c80d289,"`guess_best_legend_position`: support cyclic indexing  (#4563)","2022-11-29 14:51:21 -0300",1.36.6,Plots,1897,507,231,174,533,255,160,3,34
965d2d17,"`plotly`: scale colorbar size with plot size (#4569)","2022-11-30 00:57:43 -0800",1.36.6,Plots,1898,508,231,174,533,255,160,3,34
0d3abda6,"`pythonplot`: add backend (#4542)","2022-12-02 09:51:51 +0100",1.36.6,Plots,1913,521,232,175,533,255,160,3,34
a1ad4c9a,"select `Plots` backend via `Preferences` (or env variable) (#4566)","2022-12-04 18:22:26 +0100",1.36.6-dev,Plots,1866,506,227,173,512,255,157,3,33
6d0f42b0,"consider only visible data - sample all (#4575)","2022-12-04 16:16:04 -0300",1.36.6-dev,Plots,1864,506,227,173,510,255,157,3,33
f4924026,"fix `plotly` loading (#4584)","2022-12-07 18:56:59 +0100",1.37.0-dev,Plots,1869,509,227,175,510,255,157,3,33
fb83ea2e,"restore inset bbox (#4588)","2022-12-07 22:39:03 +0100",1.37.1-dev,Plots,1815,449,227,176,515,255,157,3,33
5480cb35,"fix macro (#4592)","2022-12-08 08:10:48 +0100",1.37.1-dev,Plots,1869,510,227,175,509,255,157,3,33
e01af5a6,"fix tick formatter with functions returning numerical values (#4618)","2023-01-06 21:18:23 +0100",1.38.1-dev,Plots,1871,510,227,175,511,255,157,3,33
01d6d89f,"remove `PLOTS_PRECOMPILE` env var (#4630)","2023-01-12 13:26:14 +0100",1.38.1-dev,Plots,1812,450,227,176,511,255,157,3,33
cda1b835,"Plots 1.38.2","2023-01-12 15:57:05 +0100",1.38.2,Plots,1871,510,227,175,511,255,157,3,33
07380ea1,"package extensions - weak deps (#4649)","2023-02-16 08:53:39 +0100",1.38.5-dev,Plots,1863,507,224,172,511,256,157,3,33
65cf8a1b,"restore `Plots.unzip` (#4670)","2023-02-17 08:40:05 +0100",1.38.5-dev,Plots,1864,507,224,172,512,256,157,3,33
20726c88,"`UnicodePlots`: support disabling axis ticks  (#4681)","2023-03-06 08:45:50 +0000",1.38.6-dev,Plots,1871,511,225,173,513,256,157,3,33
